L_ListingID,L_Address,L_City,beds,baths,price,remarks,remarks_clean
1125793971,6174 Cobblestone Drive,Ventura,4.0,4.0,2675000,"Stunning new construction view home on the sought-after Ventura hillside! This custom build offers 4 bedrooms plus a media room, 3 full bathrooms, a powder room, and has approximately 3,710 square feet of living space - all on one level! Outdoor living with a pool and spa are a few more of the special features to enjoy. With a Mediterranean style, the home was thoughtfully appointed with French oak floors, Thermador appliances in the gourmet kitchen, and wine storage for casual collectors. The large great room with surround sound technology has high ceilings and sliding doors that incorporate indoor/outdoor living. A covered patio for entertaining is adjacent to the pool and spa. The outdoor space overlooks Ventura, providing sweeping ocean, island and sunset views to the north and west. Another feature of the home is that the back bedroom can be used as an ADU with its own entrance, kitchenette and laundry. Green features include owned solar panels and EV charging infrastructure.Come see the spectacular views to the ocean and Channel Islands.","Stunning new construction view home on the sought-after Ventura hillside! This custom build offers 4 bedrooms plus a media room, 3 full bathrooms, a powder room, and has approximately 3,710 square feet of living space - all on one level! Outdoor living with a pool and spa are a few more of the special features to enjoy. With a Mediterranean style, the home was thoughtfully appointed with French oak floors, Thermador appliances in the gourmet kitchen, and wine storage for casual collectors. The large great room with surround sound technology has high ceilings and sliding doors that incorporate indoor/outdoor living. A covered patio for entertaining is adjacent to the pool and spa. The outdoor space overlooks Ventura, providing sweeping ocean, island and sunset views to the north and west. Another feature of the home is that the back bedroom can be used as an ADU with its own entrance, kitchenette and laundry. Green features include owned solar panels and EV charging infrastructure.Come see the spectacular views to the ocean and Channel Islands."
1159246271,1617 W 80th Street,Los Angeles,3.0,2.0,825000,"Step into a world of timeless elegance with this exquisite 1930s Spanish Colonial Revival, a residence that masterfully blends vintage character with sophisticated urban living. Nestled in the heart of Los Angeles at 1617 W 80th Street, this architectural gem greets you with a commandingly regal façade, featuring classic stucco, terracotta accents, and a silhouette that whispers of Old Hollywood glamour.

The Interior Experience
Inside, the home unfolds across nearly 1,600 square feet of meticulously curated space. The grand living room serves as the heart of the home, bathed in natural light that dances across authentic architectural details. High ceilings and graceful archways transition seamlessly into a formal dining area, creating an atmosphere perfectly suited for high-end entertaining or intimate soirées.

Luxurious Accommodations
The residence offers three generous bedrooms and two bathrooms, each thoughtfully positioned to offer a sanctuary of privacy. The primary suite is a masterclass in comfort, providing a serene retreat from the vibrant energy of the city. Every corner of the interior reflects a commitment to craftsmanship that is increasingly rare in today’s modern landscape.

Outdoor Grandeur
Set upon a sprawling 6,750 square foot lot, the exterior grounds offer a rare sense of scale and possibility. Whether you envision a manicured Mediterranean garden, a bespoke alfresco lounge, or an expanded footprint, the outdoor space provides a majestic canvas. A detached two-car garage completes this prestigious offering, ensuring both convenience and privacy.

Virtual Tour: https://tour.caimagemaker.com/l/?id=184298IDX","Step into a world of timeless elegance with this exquisite 1930s Spanish Colonial Revival, a residence that masterfully blends vintage character with sophisticated urban living. Nestled in the heart of Los Angeles at 1617 W 80th Street, this architectural gem greets you with a commandingly regal faade, featuring classic stucco, terracotta accents, and a silhouette that whispers of Old Hollywood glamour.

The Interior Experience
Inside, the home unfolds across nearly 1,600 square feet of meticulously curated space. The grand living room serves as the heart of the home, bathed in natural light that dances across authentic architectural details. High ceilings and graceful archways transition seamlessly into a formal dining area, creating an atmosphere perfectly suited for high-end entertaining or intimate soires.

Luxurious Accommodations
The residence offers three generous bedrooms and two bathrooms, each thoughtfully positioned to offer a sanctuary of privacy. The primary suite is a masterclass in comfort, providing a serene retreat from the vibrant energy of the city. Every corner of the interior reflects a commitment to craftsmanship that is increasingly rare in todays modern landscape.

Outdoor Grandeur
Set upon a sprawling 6,750 square foot lot, the exterior grounds offer a rare sense of scale and possibility. Whether you envision a manicured Mediterranean garden, a bespoke alfresco lounge, or an expanded footprint, the outdoor space provides a majestic canvas. A detached two-car garage completes this prestigious offering, ensuring both convenience and privacy.

Virtual Tour: https://tour.caimagemaker.com/l/?id=184298IDX"
1154358161,1335 W 3rd Street,San Bernardino,3.0,1.0,435000,BACK ON THE MARKET WITH A NEW ROOF!  Welcome to this inviting 3 bedroom home.  Your going to enjoy this cozy and clean home.  Spacious backyard for family gatherings.  RV parking with RV dump disposal.  Lots of room for your cars and toys.  Potential for ADU. Has a basement.  Oversize laundry room. Nice front porch to relax in the morning with a cup of coffee.  Located near shopping centers.  Also great for commuters.  Close to freeways and Metro Link.,BACK ON THE MARKET WITH A NEW ROOF!  Welcome to this inviting 3 bedroom home.  Your going to enjoy this cozy and clean home.  Spacious backyard for family gatherings.  RV parking with RV dump disposal.  Lots of room for your cars and toys.  Potential for ADU. Has a basement.  Oversize laundry room. Nice front porch to relax in the morning with a cup of coffee.  Located near shopping centers.  Also great for commuters.  Close to freeways and Metro Link.
1174563809,19932 Sherman Way B,Winnetka,3.0,4.0,650000,"This highly desireable Townhome has been freshly painted, includes a smart Frig, Thermostat, $8,000 of custom drapes, and a fantastic location for quick commuting through out LA.  3 bedrooms, 2 full bathrooms upstairs, 1 - 3/4 bathroom downstairs, and 1 half bath on the main floor.  Nice wood floors, carpet, and tile on the main floor.  Seller is getting bid/price for new carpet on the stairs and upstairs hall way.  Nice garage entry on the 1st floor with laundry and a bedroom on this floor.  Upstairs are 2 large bedrooms, a primary with a walkin closet, and soaking tub.  The other bedroom is also oversized and has an attached full bathroom.  The community has a nice club house, pool, and spa just two building away.  Gated for security.","This highly desireable Townhome has been freshly painted, includes a smart Frig, Thermostat, $8,000 of custom drapes, and a fantastic location for quick commuting through out LA.  3 bedrooms, 2 full bathrooms upstairs, 1 - 3/4 bathroom downstairs, and 1 half bath on the main floor.  Nice wood floors, carpet, and tile on the main floor.  Seller is getting bid/price for new carpet on the stairs and upstairs hall way.  Nice garage entry on the 1st floor with laundry and a bedroom on this floor.  Upstairs are 2 large bedrooms, a primary with a walkin closet, and soaking tub.  The other bedroom is also oversized and has an attached full bathroom.  The community has a nice club house, pool, and spa just two building away.  Gated for security."
1157739979,47520 Kinner Falls,Fremont,3.0,4.0,1780000,"Step into modern elegance with this stunning 2022-built residence in the prestigious Enclave at Mission Falls, where sophisticated design meets unparalleled comfort. Spanning a generous 2,029 square feet, this light-filled sanctuary boasts a seamless open-concept layout featuring a gourmet chef's kitchen, a versatile upstairs loft, and three luxurious bedrooms, including a private ground-floor suite. Every detail exudes quality, from the premium finishes to the owned solar system. Ideally situated in the highly-rated Warm Springs/Irvington school district and just minutes from BART and major highways (I-880/I-680), this home offers a vibrant lifestyle close to Fremont's finest dining and parks. Experience the pinnacle of convenience and style within this serene community, where luxury living is truly redefined.","Step into modern elegance with this stunning 2022-built residence in the prestigious Enclave at Mission Falls, where sophisticated design meets unparalleled comfort. Spanning a generous 2,029 square feet, this light-filled sanctuary boasts a seamless open-concept layout featuring a gourmet chef's kitchen, a versatile upstairs loft, and three luxurious bedrooms, including a private ground-floor suite. Every detail exudes quality, from the premium finishes to the owned solar system. Ideally situated in the highly-rated Warm Springs/Irvington school district and just minutes from BART and major highways (I-880/I-680), this home offers a vibrant lifestyle close to Fremont's finest dining and parks. Experience the pinnacle of convenience and style within this serene community, where luxury living is truly redefined."
1150213677,100 Harbor Dr 2104,San Diego,2.0,2.0,1295000,"Discover an elevated lifestyle at The Harbor Club, one of Downtown San Diego's most distinguished addresses. This iconic twin-tower residence rises 41 stories above the city, positioning you moments from Balboa Park, the San Diego Zoo, Petco Park, the Rady Shell, Seaport Village, and Little Italy - with San Diego International Airport conveniently nearby. Embrace effortless luxury in this full-service high-rise, where 24-hour concierge service, premium security, and resort-inspired amenities - including a sparkling pool, relaxing sauna, and state-of-the-art fitness center.  This exceptional residence captures sweeping views of San Diego Bay and the dynamic city skyline. Floor-to-ceiling windows and a private balcony frame spectacular water vistas and mesmerizing sunsets, creating an ever-changing backdrop for your daily life.  A fresh coat of paint, new floors, new matching appliances, upgrades to the bathrooms, and a custom primary closet make this unit both elegant and functional.   The Harbor Club delivers the ultimate lock-and-leave lifestyle, ideal for retirees, second-home buyers, or professionals seeking classic sophistication.  Discover an elevated lifestyle at The Harbor Club, one of Downtown San Diego's most distinguished addresses. This iconic twin-tower residence rises 41 stories above the city, positioning you moments from Balboa Park, the San Diego Zoo, Petco Park, the Rady Shell, Seaport Village, and Little Italy - with San Diego International Airport conveniently nearby. Embrace effortless luxury in this full-service high-rise, where 24-hour concierge service, premium security, and resort-inspired amenities - including a sparkling pool, relaxing sauna, and state-of-the-art fitness center.  This exceptional residence captures sweeping views of San Diego Bay and the dynamic city skyline. Floor-to-ceiling windows and a private balcony frame spectacular water vistas and mesmerizing sunsets, creating an ever-changing backdrop for your daily life.  A fresh coat of paint, new floors, new matching appliances, upgrades to the bathrooms, and a custom primary closet make this unit both elegant and functional.   The Harbor Club delivers the ultimate lock-and-leave lifestyle, ideal for retirees, second-home buyers, or professionals seeking classic sophistication.","Discover an elevated lifestyle at The Harbor Club, one of Downtown San Diego's most distinguished addresses. This iconic twin-tower residence rises 41 stories above the city, positioning you moments from Balboa Park, the San Diego Zoo, Petco Park, the Rady Shell, Seaport Village, and Little Italy - with San Diego International Airport conveniently nearby. Embrace effortless luxury in this full-service high-rise, where 24-hour concierge service, premium security, and resort-inspired amenities - including a sparkling pool, relaxing sauna, and state-of-the-art fitness center.  This exceptional residence captures sweeping views of San Diego Bay and the dynamic city skyline. Floor-to-ceiling windows and a private balcony frame spectacular water vistas and mesmerizing sunsets, creating an ever-changing backdrop for your daily life.  A fresh coat of paint, new floors, new matching appliances, upgrades to the bathrooms, and a custom primary closet make this unit both elegant and functional.   The Harbor Club delivers the ultimate lock-and-leave lifestyle, ideal for retirees, second-home buyers, or professionals seeking classic sophistication.  Discover an elevated lifestyle at The Harbor Club, one of Downtown San Diego's most distinguished addresses. This iconic twin-tower residence rises 41 stories above the city, positioning you moments from Balboa Park, the San Diego Zoo, Petco Park, the Rady Shell, Seaport Village, and Little Italy - with San Diego International Airport conveniently nearby. Embrace effortless luxury in this full-service high-rise, where 24-hour concierge service, premium security, and resort-inspired amenities - including a sparkling pool, relaxing sauna, and state-of-the-art fitness center.  This exceptional residence captures sweeping views of San Diego Bay and the dynamic city skyline. Floor-to-ceiling windows and a private balcony frame spectacular water vistas and mesmerizing sunsets, creating an ever-changing backdrop for your daily life.  A fresh coat of paint, new floors, new matching appliances, upgrades to the bathrooms, and a custom primary closet make this unit both elegant and functional.   The Harbor Club delivers the ultimate lock-and-leave lifestyle, ideal for retirees, second-home buyers, or professionals seeking classic sophistication."
1156811792,425 Lake Vista,Lakeport,3.0,5.0,939000,"Welcome to your dream home. A perfect blend of comfort & style! This delightful property offers a unique combination of elegance, comfort, and convenience, perfect for families seeking a serene living environment. Awesome 4,132 sf home on  6 acre Expansive Lake Views with Eight Car garage or RV spaces!!  Spacious Living Areas with an open-concept design, the living room seamlessly connects to the dining area and kitchen, creating a warm and inviting atmosphere ideal for entertaining or family gatherings. This kitchen is both functional and stylish, ample counter space, custom cabinetry, & walk-in pantry. The home features three bedrooms, plus nursery & office, including a luxurious primary suite with a private bath. Each bedroom offers plenty of natural light and ample storage. There are two additional well-appointed bathrooms ensuring comfort and convenience for all family members, together with a half-bath for the downstairs 838 sf versatile use party room.  Step outside to a beautifully landscaped backyard, perfect for relaxation and outdoor activities. The multiple patio areas are ideal for barbecues and al fresco dining, making it a great space for entertaining guests.  Situated in a friendly neighborhood, just minutes away from schools, shopping centers, hospital & parks. Includes access to Lakefront shoreline property, picnic area. Restrooms, boat launch & water sports activities all 5 minutes nearby. It’s the perfect balance of tranquility and accessibility. 425lakevistadr.com","Welcome to your dream home. A perfect blend of comfort & style! This delightful property offers a unique combination of elegance, comfort, and convenience, perfect for families seeking a serene living environment. Awesome 4,132 sf home on  6 acre Expansive Lake Views with Eight Car garage or RV spaces!!  Spacious Living Areas with an open-concept design, the living room seamlessly connects to the dining area and kitchen, creating a warm and inviting atmosphere ideal for entertaining or family gatherings. This kitchen is both functional and stylish, ample counter space, custom cabinetry, & walk-in pantry. The home features three bedrooms, plus nursery & office, including a luxurious primary suite with a private bath. Each bedroom offers plenty of natural light and ample storage. There are two additional well-appointed bathrooms ensuring comfort and convenience for all family members, together with a half-bath for the downstairs 838 sf versatile use party room.  Step outside to a beautifully landscaped backyard, perfect for relaxation and outdoor activities. The multiple patio areas are ideal for barbecues and al fresco dining, making it a great space for entertaining guests.  Situated in a friendly neighborhood, just minutes away from schools, shopping centers, hospital & parks. Includes access to Lakefront shoreline property, picnic area. Restrooms, boat launch & water sports activities all 5 minutes nearby. Its the perfect balance of tranquility and accessibility. 425lakevistadr.com"
1157753098,1835 N Maple,Burbank,3.0,2.0,1184000,"Charming and well-loved this 3 bed 2 bath home is in a highly desirable neighborhood with an ideal layout for everyday living and entertaining.  This property features newly refinished real hardwood flooring, fresh interior paint, custom shutters and timeless charm throughout.  The thoughtful floor plan includes a spacious primary suite with an en-suite bathroom, along with two additional bedrooms that provide flexibility for family, guests or home office.  The large family room with soaring open beam ceilings is right off the kitchen.  It opens seamlessly to the backyard, creating a true indoor-outdoor living experience.  Step outside to a covered patio that spans the width of the home, (almost 27 feet) perfect for gatherings.  Just beyond the covered patio is  an adorable free standing pergola that adds charm and function for outdoor dining events.  Additional highlights include a detached two car garage with finished walls and a built-in-workbench making it a versatile and functional space.  The property offers abundant storage, a long driveway for extra parking and gated entrance for added privacy.  Generously sized grassy backyard with mature crepe myrtle shade trees that have gorgeous trunks.  .  Ideally located within walking distance to Bret Harte Elementary School, and Luther Burbank Middle School, this home combines comfort, convenience, and community. Updated HVAC in 2024.  Fireplace is decorative","Charming and well-loved this 3 bed 2 bath home is in a highly desirable neighborhood with an ideal layout for everyday living and entertaining.  This property features newly refinished real hardwood flooring, fresh interior paint, custom shutters and timeless charm throughout.  The thoughtful floor plan includes a spacious primary suite with an en-suite bathroom, along with two additional bedrooms that provide flexibility for family, guests or home office.  The large family room with soaring open beam ceilings is right off the kitchen.  It opens seamlessly to the backyard, creating a true indoor-outdoor living experience.  Step outside to a covered patio that spans the width of the home, (almost 27 feet) perfect for gatherings.  Just beyond the covered patio is  an adorable free standing pergola that adds charm and function for outdoor dining events.  Additional highlights include a detached two car garage with finished walls and a built-in-workbench making it a versatile and functional space.  The property offers abundant storage, a long driveway for extra parking and gated entrance for added privacy.  Generously sized grassy backyard with mature crepe myrtle shade trees that have gorgeous trunks.  .  Ideally located within walking distance to Bret Harte Elementary School, and Luther Burbank Middle School, this home combines comfort, convenience, and community. Updated HVAC in 2024.  Fireplace is decorative"
1174718581,40000 Ravenwood,Murrieta,5.0,3.0,698000,"Beautifully upgraded 5-bedroom, 3-bathroom Murrieta home offering 2,012 sq ft of living space on a 7,405 sq ft lot with no HOA and no Mello Roos. This move in ready property has been extensively improved inside and out within the last three years, creating a modern, comfortable, and highly functional living environment. Interior upgrades include luxury vinyl waterproof flooring, new interior paint, 4.5-inch baseboards, new door hardware, new lighting, new ceiling fans, smart thermostat, and vaulted ceilings in the living and dining areas. The layout features a formal living room, family room with gas/wood fireplace, master dining room with wainscoting, and a convenient downstairs bedroom/office with dual entry doors.

The upgraded kitchen showcases quartz countertops, self-closing cabinets, stainless steel appliances, oversized deep sink, crown molding, and seven recessed lights. All bathrooms have been refreshed with new quartz counters, sinks, faucets, toilets, valves, and shut offs. The downstairs bathroom includes a walk-in tiled shower, while the upstairs bathrooms offer dual sinks and shower/tub combos. The primary suite features a walk-in closet and sliding glass doors leading to a private wood balcony.

Exterior improvements include full exterior paint, painted wood patio cover and balcony, new white vinyl fencing, metal security gates, new metal roll up car garage door, epoxy garage flooring, new garage paint in finished garage, stone retaining wall (approx. 92 ft), new mulch and accent rock, and refreshed landscaping. The private backyard offers stone pavers, wood patio cover, block wall and vinyl fencing, fruit trees (apple, lemon, apricot, palmetto), and grape vines. Additional features include central AC, forced air heating, washer/dryer included, garage storage, gas dryer hookup, gas BBQ hookup, and RV parking potential.

Large usable lot offers ADU potential, pool potential, and space for outdoor living. All furniture and furnishings are included, subject to seller discretion. Close to shopping, parks, schools, hospital, and both the 15 & 215 freeways. Full recent appraisal available supporting list price.","Beautifully upgraded 5-bedroom, 3-bathroom Murrieta home offering 2012 square feet of living space on a 7405 square feet lot with no homeowners association and no Mello Roos. This move in ready property has been extensively improved inside and out within the last three years, creating a modern, comfortable, and highly functional living environment. Interior upgrades include luxury vinyl waterproof flooring, new interior paint, 4.5-inch baseboards, new door hardware, new lighting, new ceiling fans, smart thermostat, and vaulted ceilings in the living and dining areas. The layout features a formal living room, family room with gas/wood fireplace, master dining room with wainscoting, and a convenient downstairs bedroom/office with dual entry doors.

The upgraded kitchen showcases quartz countertops, self-closing cabinets, stainless steel appliances, oversized deep sink, crown molding, and seven recessed lights. All bathrooms have been refreshed with new quartz counters, sinks, faucets, toilets, valves, and shut offs. The downstairs bathroom includes a walk-in tiled shower, while the upstairs bathrooms offer dual sinks and shower/tub combos. The primary suite features a walk-in closet and sliding glass doors leading to a private wood balcony.

Exterior improvements include full exterior paint, painted wood patio cover and balcony, new white vinyl fencing, metal security gates, new metal roll up car garage door, epoxy garage flooring, new garage paint in finished garage, stone retaining wall (approx. 92 feet), new mulch and accent rock, and refreshed landscaping. The private backyard offers stone pavers, wood patio cover, block wall and vinyl fencing, fruit trees (apple, lemon, apricot, palmetto), and grape vines. Additional features include central air conditioning, forced air heating, washer/dryer included, garage storage, gas dryer hookup, gas BBQ hookup, and RV parking potential.

Large usable lot offers ADU potential, pool potential, and space for outdoor living. All furniture and furnishings are included, subject to seller discretion. Close to shopping, parks, schools, hospital, and both the 15 & 215 freeways. Full recent appraisal available supporting list price."
1152938145,652 Gadwall,Irvine,4.0,4.0,1691322,"Luna Park's newest community, Icon, offering contemporary consumer inspired floor plans, private outdoor space, and designer finishes.  

-Contemporary pencil shaker cabinetry
-Upgraded flooring throughout
-Designer fixtures and hardware
-Waterfall island countertops
-Spacious 10' ceiling height
-Solar with battery storage","Luna Park's newest community, Icon, offering contemporary consumer inspired floor plans, private outdoor space, and designer finishes.  

-Contemporary pencil shaker cabinetry
-Upgraded flooring throughout
-Designer fixtures and hardware
-Waterfall island countertops
-Spacious 10' ceiling height
-Solar with battery storage"
1172277838,17343 Anastasia,Fontana,3.0,2.0,575000,"HOME HAS SOLAR AND A BEAUTIFUL NEWER POOL! Welcome to a home that truly checks all the boxes. Designed for both everyday comfort and entertaining, this property features inviting indoor living spaces and a backyard retreat perfect for family gatherings, weekend barbecues, and making lasting memories.

Ideally situated in a highly convenient location, you’ll enjoy easy access to Downtown Redlands, the train station, Kaiser Permanente, schools, parks, shopping, restaurants, coffee shops, and a wide variety of local dining options. Whether you’re commuting, running errands, or enjoying a night out, everything you need is just minutes away.

From the energy savings of paid solar to the lifestyle offered by the newer pool and entertainment-friendly layout, this home delivers the perfect combination of location, convenience, and value. Opportunities like this don’t come along often—come see what makes this home so special.","HOME HAS SOLAR AND A BEAUTIFUL NEWER POOL! Welcome to a home that truly checks all the boxes. Designed for both everyday comfort and entertaining, this property features inviting indoor living spaces and a backyard retreat perfect for family gatherings, weekend barbecues, and making lasting memories.

Ideally situated in a highly convenient location, youll enjoy easy access to Downtown Redlands, the train station, Kaiser Permanente, schools, parks, shopping, restaurants, coffee shops, and a wide variety of local dining options. Whether youre commuting, running errands, or enjoying a night out, everything you need is just minutes away.

From the energy savings of paid solar to the lifestyle offered by the newer pool and entertainment-friendly layout, this home delivers the perfect combination of location, convenience, and value. Opportunities like this dont come along oftencome see what makes this home so special."
1114327267,23701 Harbor Vista Drive,Malibu,5.0,6.0,5995000,"Nestled in the heart of Malibu, this architectural post-and-beam residence offers sweeping, unobstructed views of the ocean, city lights, mountains, and nearby islands. Positioned on a quiet cul-de-sac in the highly sought-after Malibu Knolls, this gated retreat exudes style, serenity, and natural elegance. Thoughtfully designed with floor-to-ceiling glass and rich wood beams throughout, the home seamlessly integrates indoor and outdoor living. The main level welcomes you with expansive living spaces, including a sunlit family room anchored by a wood-burning fireplace, a gourmet chef's kitchen with walk-in pantry, and an inviting dining areaall opening to wrap-around decks that frame the breathtaking views.This level also features three en-suite bedrooms, including a spacious junior primary suite, offering comfort and flexibility for guests or family members. The lower level is dedicated to the exceptional primary suite, a private sanctuary featuring a luxurious spa-like bath with oversized steam shower, soaking tub, generous walk-in closet, and direct access to private wrap-around terraces. Adding to the property's appeal is a detached guesthouse with its own entrance, private deck, and stunning ocean vistasperfect for visitors or creative workspaces. The terraced garden below offers room for play, reflection, or personal cultivation, while mature trees surround the property, providing rare privacy without sacrificing natural light or panoramic scenery.A true Malibu escape that effortlessly blends refined architecture with California's coastal beauty.","Nestled in the heart of Malibu, this architectural post-and-beam residence offers sweeping, unobstructed views of the ocean, city lights, mountains, and nearby islands. Positioned on a quiet cul de sac in the highly sought-after Malibu Knolls, this gated retreat exudes style, serenity, and natural elegance. Thoughtfully designed with floor-to-ceiling glass and rich wood beams throughout, the home seamlessly integrates indoor and outdoor living. The main level welcomes you with expansive living spaces, including a sunlit family room anchored by a wood-burning fireplace, a gourmet chef's kitchen with walk-in pantry, and an inviting dining areaall opening to wrap-around decks that frame the breathtaking views.This level also features three en-suite bedrooms, including a spacious junior primary suite, offering comfort and flexibility for guests or family members. The lower level is dedicated to the exceptional primary suite, a private sanctuary featuring a luxurious spa-like bath with oversized steam shower, soaking tub, generous walk-in closet, and direct access to private wrap-around terraces. Adding to the property's appeal is a detached guesthouse with its own entrance, private deck, and stunning ocean vistasperfect for visitors or creative workspaces. The terraced garden below offers room for play, reflection, or personal cultivation, while mature trees surround the property, providing rare privacy without sacrificing natural light or panoramic scenery.A true Malibu escape that effortlessly blends refined architecture with California's coastal beauty."
1153096153,971 Donner,Hemet,4.0,2.0,575000,"PRICE REDUCTION!!  MOTIVATED SELLER!!..   NO HOA and PAID-OFF SOLAR!!..  This Beautiful single-story home was built in 2020. It offers 4 bedrooms and 2 bathrooms, and a modern great room layout perfect for everyday living and entertaining. The kitchen features a spacious center island that opens to the main living area. Step outside to a covered vinyl patio and a low maintenance and manicured backyard with artificial grass ideal for relaxing and hosting guests. Additional highlights include a tankless water heater, storage cabinets in the garage and a Ring doorbell. This home is move in ready.  Schedule your showing for today!","PRICE REDUCTION!!  MOTIVATED SELLER!!..   NO homeowners association and PAID-OFF SOLAR!!..  This Beautiful single-story home was built in 2020. It offers 4 bedrooms and 2 bathrooms, and a modern great room layout perfect for everyday living and entertaining. The kitchen features a spacious center island that opens to the main living area. Step outside to a covered vinyl patio and a low maintenance and manicured backyard with artificial grass ideal for relaxing and hosting guests. Additional highlights include a tankless water heater, storage cabinets in the garage and a Ring doorbell. This home is move in ready.  Schedule your showing for today!"
1174696859,4251 Ibis Street,San Diego,2.0,2.0,1300000,1911 Craftsman with loads of original historic charm nestled in a prime Mission Hills neighborhood on an elevated corner lot...,1911 Craftsman with loads of original historic charm nestled in a prime Mission Hills neighborhood on an elevated corner lot...
1168352377,1150 J 603,San Diego,0.0,1.0,389900,"Step right into stylish East Village living! Relax in your quiet retreat or take advantage of top-notch community amenities including a fitness center, BBQ area, community room, and 24/7 security. Outside your door, you'll find everything walkable: award-winning dining, cozy cafes, trendy boutiques, live entertainment, the Little Italy Farmer's Market, Waterfront Park, Petco Park, Balboa Park, Seaport Village, and more. Even the train, trolley, and airport are just minutes away! One secure parking space and storage. The updated kitchen shines with cherry cabinets, granite counters, and stainless-steel appliances.","Step right into stylish East Village living! Relax in your quiet retreat or take advantage of top-notch community amenities including a fitness center, BBQ area, community room, and 24/7 security. Outside your door, you'll find everything walkable: award-winning dining, cozy cafes, trendy boutiques, live entertainment, the Little Italy Farmer's Market, Waterfront Park, Petco Park, Balboa Park, Seaport Village, and more. Even the train, trolley, and airport are just minutes away! One secure parking space and storage. The updated kitchen shines with cherry cabinets, granite counters, and stainless-steel appliances."
1155329534,40138 Hillcrest Drive,Big Bear,3.0,2.0,650000,"Escape to the pines! This 3-bedroom, 2-bath mountain retreat perfectly balances rustic character with modern updates. Located just a stone's throw from The Village, Big Bear Lake, and National Forest trailheads, the location is unbeatable for year-round adventure. The interior features an open-concept living space anchored by a classic stone fireplace and an updated kitchen with sleek countertops and bar seating. The real showstopper is the expansive, fenced backyard--a quite oasis featuring a multi-level deck, string lighting, a fire pit, and a horseshoe pit. The converted garage serves as a massive game room with a bar, pool table, and foosball, offering the ultimate entertainment space. Complete with a three-car driveway (RV/Boat parking included!) and a charming front porch swing, this cabin isthe quintessential Big Bear getaway.","Escape to the pines! This 3-bedroom, 2-bath mountain retreat perfectly balances rustic character with modern updates. Located just a stone's throw from The Village, Big Bear Lake, and National Forest trailheads, the location is unbeatable for year-round adventure. The interior features an open-concept living space anchored by a classic stone fireplace and an updated kitchen with sleek countertops and bar seating. The real showstopper is the expansive, fenced backyard--a quite oasis featuring a multi-level deck, string lighting, a fire pit, and a horseshoe pit. The converted garage serves as a massive game room with a bar, pool table, and foosball, offering the ultimate entertainment space. Complete with a three-car driveway (RV/Boat parking included!) and a charming front porch swing, this cabin isthe quintessential Big Bear getaway."
1170708005,66864 Casa Grande Drive,Desert Hot Springs,4.0,2.0,449000,"Welcome home to this beautifully refreshed 4-bedroom, 2-bath residence in the desirable Highlands of Desert Hot Springs. Step inside to discover a newly remodeled interior featuring stylish vinyl plank flooring and fresh, modern paint throughout. The kitchen shines with granite countertops, a brand-new stove, and updated fixtures.The spacious primary suite offers a newly renovated bathroom with dual sinks and a generous walk-in closet. The secondary bathroom has also been tastefully remodeled, adding to the home's move-in-ready charm.Enjoy stunning views and endless potential to create inviting outdoor spaces for entertaining or unwinding. With a three-car garage and thoughtful updates throughout, this home is priced to sell and ready to welcome its next owner.","Welcome home to this beautifully refreshed 4-bedroom, 2-bath residence in the desirable Highlands of Desert Hot Springs. Step inside to discover a newly remodeled interior featuring stylish vinyl plank flooring and fresh, modern paint throughout. The kitchen shines with granite countertops, a brand-new stove, and updated fixtures.The spacious primary suite offers a newly renovated bathroom with dual sinks and a generous walk-in closet. The secondary bathroom has also been tastefully remodeled, adding to the home's move-in-ready charm.Enjoy stunning views and endless potential to create inviting outdoor spaces for entertaining or unwinding. With a three-car garage and thoughtful updates throughout, this home is priced to sell and ready to welcome its next owner."
